1.20000000000000000000e+02,2.00000000000000000000e+02,2.80000000000000000000e+02,3.60000000000000000000e+02,4.40000000000000000000e+02,5.20000000000000000000e+02,6.00000000000000000000e+02,6.80000000000000000000e+02,7.60000000000000000000e+02,8.40000000000000000000e+02,9.20000000000000000000e+02,1.00000000000000000000e+03,1.08000000000000000000e+03,
1.20000000000000000000e+02,2.00000000000000000000e+02,2.80000000000000000000e+02,3.60000000000000000000e+02,4.40000000000000000000e+02,5.20000000000000000000e+02,6.00000000000000000000e+02,6.80000000000000000000e+02,7.60000000000000000000e+02,8.40000000000000000000e+02,9.20000000000000000000e+02,1.00000000000000000000e+03,1.08000000000000000000e+03,
1.20000000000347199602e+02,2.00000000000000000000e+02,2.79999999999652800398e+02,3.59999999999305600795e+02,4.39999999998958401193e+02,5.19999999998611201590e+02,5.99999999998264001988e+02,6.79999999997916802386e+02,7.59999999997569602783e+02,8.39999999997222403181e+02,9.19999999996875203578e+02,9.99999999996528003976e+02,1.07999999999618080437e+03,
1.20000019528723527173e+02,2.00000000000000000000e+02,2.79999980471276444405e+02,3.59999960942552945653e+02,4.39999941413829446901e+02,5.19999921885105891306e+02,5.99999902356382335711e+02,6.79999882827658893802e+02,7.59999863298935338207e+02,8.39999843770211782612e+02,9.19999824241488227017e+02,9.99999804712764671422e+02,1.07999978518404122951e+03,
1.20048261353405692375e+02,2.00000000000000000000e+02,2.79951738646594321835e+02,3.59903477293188643671e+02,4.39855215939782908663e+02,5.19806954586377287342e+02,5.99758693232971609177e+02,6.79710431879565817326e+02,7.59662170526160139161e+02,8.39613909172754460997e+02,9.19565647819348782832e+02,9.99517386465943104668e+02,1.07946912511253731282e+03,
1.25240284678777442195e+02,2.00000000000000000000e+02,2.74759715321222529383e+02,3.49519430642445115609e+02,4.24279145963667701835e+02,4.99038861284890231218e+02,5.73798576606112760601e+02,6.48558291927335403670e+02,7.23318007248557933053e+02,7.98077722569780462436e+02,8.72837437891002991819e+02,9.47597153212225521202e+02,1.02235686853344816427e+03,
1.45000000000000000000e+02,2.00000000000000000000e+02,2.55000000000000000000e+02,3.10000000000000000000e+02,3.65000000000000000000e+02,4.20000000000000000000e+02,4.75000000000000000000e+02,5.30000000000000000000e+02,5.85000000000000000000e+02,6.40000000000000000000e+02,6.95000000000000000000e+02,7.50000000000000000000e+02,8.05000000000000000000e+02,
1.25240284678777442195e+02,2.00000000000000000000e+02,2.74759715321222529383e+02,3.49519430642445115609e+02,4.24279145963667701835e+02,4.99038861284890231218e+02,5.73798576606112760601e+02,6.48558291927335403670e+02,7.23318007248557933053e+02,7.98077722569780462436e+02,8.72837437891002991819e+02,9.47597153212225521202e+02,1.02235686853344816427e+03,
1.20048261353405692375e+02,2.00000000000000000000e+02,2.79951738646594321835e+02,3.59903477293188643671e+02,4.39855215939782908663e+02,5.19806954586377287342e+02,5.99758693232971609177e+02,6.79710431879565817326e+02,7.59662170526160139161e+02,8.39613909172754460997e+02,9.19565647819348782832e+02,9.99517386465943104668e+02,1.07946912511253731282e+03,
1.20000019528723527173e+02,2.00000000000000000000e+02,2.79999980471276444405e+02,3.59999960942552945653e+02,4.39999941413829446901e+02,5.19999921885105891306e+02,5.99999902356382335711e+02,6.79999882827658893802e+02,7.59999863298935338207e+02,8.39999843770211782612e+02,9.19999824241488227017e+02,9.99999804712764671422e+02,1.07999978518404122951e+03,
1.20000000000347199602e+02,2.00000000000000000000e+02,2.79999999999652800398e+02,3.59999999999305600795e+02,4.39999999998958401193e+02,5.19999999998611201590e+02,5.99999999998264001988e+02,6.79999999997916802386e+02,7.59999999997569602783e+02,8.39999999997222403181e+02,9.19999999996875203578e+02,9.99999999996528003976e+02,1.07999999999618080437e+03,
1.20000000000000000000e+02,2.00000000000000000000e+02,2.80000000000000000000e+02,3.60000000000000000000e+02,4.40000000000000000000e+02,5.20000000000000000000e+02,6.00000000000000000000e+02,6.80000000000000000000e+02,7.60000000000000000000e+02,8.40000000000000000000e+02,9.20000000000000000000e+02,1.00000000000000000000e+03,1.08000000000000000000e+03,
1.20000000000000000000e+02,2.00000000000000000000e+02,2.80000000000000000000e+02,3.60000000000000000000e+02,4.40000000000000000000e+02,5.20000000000000000000e+02,6.00000000000000000000e+02,6.80000000000000000000e+02,7.60000000000000000000e+02,8.40000000000000000000e+02,9.20000000000000000000e+02,1.00000000000000000000e+03,1.08000000000000000000e+03,
