-7.50000000000000000000e+03,-7.50000000000000000000e+03,-7.50000000000000000000e+03,-7.50000000000000000000e+03,-7.50000000000000000000e+03,-7.50000000000000000000e+03,-7.50000000000000000000e+03,-7.50000000000000000000e+03,-7.50000000000000000000e+03,-7.50000000000000000000e+03,-7.50000000000000000000e+03,-7.50000000000000000000e+03,-7.50000000000000000000e+03,
0.00000000000000000000e+00,0.00000000000000000000e+00,0.00000000000000000000e+00,0.00000000000000000000e+00,0.00000000000000000000e+00,0.00000000000000000000e+00,0.00000000000000000000e+00,0.00000000000000000000e+00,0.00000000000000000000e+00,0.00000000000000000000e+00,0.00000000000000000000e+00,0.00000000000000000000e+00,0.00000000000000000000e+00,
7.50000000000000000000e+03,7.50000000000000000000e+03,7.50000000000000000000e+03,7.50000000000000000000e+03,7.50000000000000000000e+03,7.50000000000000000000e+03,7.50000000000000000000e+03,7.50000000000000000000e+03,7.50000000000000000000e+03,7.50000000000000000000e+03,7.50000000000000000000e+03,7.50000000000000000000e+03,7.50000000000000000000e+03,
1.50000000000000000000e+04,1.50000000000000000000e+04,1.50000000000000000000e+04,1.50000000000000000000e+04,1.50000000000000000000e+04,1.50000000000000000000e+04,1.50000000000000000000e+04,1.50000000000000000000e+04,1.50000000000000000000e+04,1.50000000000000000000e+04,1.50000000000000000000e+04,1.50000000000000000000e+04,1.50000000000000000000e+04,
2.25000000000000000000e+04,2.25000000000000000000e+04,2.25000000000000000000e+04,2.25000000000000000000e+04,2.25000000000000000000e+04,2.25000000000000000000e+04,2.25000000000000000000e+04,2.25000000000000000000e+04,2.25000000000000000000e+04,2.25000000000000000000e+04,2.25000000000000000000e+04,2.25000000000000000000e+04,2.25000000000000000000e+04,
3.00000000000000000000e+04,3.00000000000000000000e+04,3.00000000000000000000e+04,3.00000000000000000000e+04,3.00000000000000000000e+04,3.00000000000000000000e+04,3.00000000000000000000e+04,3.00000000000000000000e+04,3.00000000000000000000e+04,3.00000000000000000000e+04,3.00000000000000000000e+04,3.00000000000000000000e+04,3.00000000000000000000e+04,
3.75000000000000000000e+04,3.75000000000000000000e+04,3.75000000000000000000e+04,3.75000000000000000000e+04,3.75000000000000000000e+04,3.75000000000000000000e+04,3.75000000000000000000e+04,3.75000000000000000000e+04,3.75000000000000000000e+04,3.75000000000000000000e+04,3.75000000000000000000e+04,3.75000000000000000000e+04,3.75000000000000000000e+04,
4.50000000000000000000e+04,4.50000000000000000000e+04,4.50000000000000000000e+04,4.50000000000000000000e+04,4.50000000000000000000e+04,4.50000000000000000000e+04,4.50000000000000000000e+04,4.50000000000000000000e+04,4.50000000000000000000e+04,4.50000000000000000000e+04,4.50000000000000000000e+04,4.50000000000000000000e+04,4.50000000000000000000e+04,
5.25000000000000000000e+04,5.25000000000000000000e+04,5.25000000000000000000e+04,5.25000000000000000000e+04,5.25000000000000000000e+04,5.25000000000000000000e+04,5.25000000000000000000e+04,5.25000000000000000000e+04,5.25000000000000000000e+04,5.25000000000000000000e+04,5.25000000000000000000e+04,5.25000000000000000000e+04,5.25000000000000000000e+04,
6.00000000000000000000e+04,6.00000000000000000000e+04,6.00000000000000000000e+04,6.00000000000000000000e+04,6.00000000000000000000e+04,6.00000000000000000000e+04,6.00000000000000000000e+04,6.00000000000000000000e+04,6.00000000000000000000e+04,6.00000000000000000000e+04,6.00000000000000000000e+04,6.00000000000000000000e+04,6.00000000000000000000e+04,
6.75000000000000000000e+04,6.75000000000000000000e+04,6.75000000000000000000e+04,6.75000000000000000000e+04,6.75000000000000000000e+04,6.75000000000000000000e+04,6.75000000000000000000e+04,6.75000000000000000000e+04,6.75000000000000000000e+04,6.75000000000000000000e+04,6.75000000000000000000e+04,6.75000000000000000000e+04,6.75000000000000000000e+04,
7.50000000000000000000e+04,7.50000000000000000000e+04,7.50000000000000000000e+04,7.50000000000000000000e+04,7.50000000000000000000e+04,7.50000000000000000000e+04,7.50000000000000000000e+04,7.50000000000000000000e+04,7.50000000000000000000e+04,7.50000000000000000000e+04,7.50000000000000000000e+04,7.50000000000000000000e+04,7.50000000000000000000e+04,
8.25000000000000000000e+04,8.25000000000000000000e+04,8.25000000000000000000e+04,8.25000000000000000000e+04,8.25000000000000000000e+04,8.25000000000000000000e+04,8.25000000000000000000e+04,8.25000000000000000000e+04,8.25000000000000000000e+04,8.25000000000000000000e+04,8.25000000000000000000e+04,8.25000000000000000000e+04,8.25000000000000000000e+04,
