1.75000000000000000000e+02,2.50000000000000000000e+02,3.25000000000000000000e+02,4.00000000000000000000e+02,4.75000000000000000000e+02,5.50000000000000000000e+02,6.25000000000000000000e+02,7.00000000000000000000e+02,7.75000000000000000000e+02,8.50000000000000000000e+02,9.25000000000000000000e+02,1.00000000000000000000e+03,1.07500000000000000000e+03
1.75000000000000000000e+02,2.50000000000000000000e+02,3.25000000000000000000e+02,4.00000000000000000000e+02,4.75000000000000000000e+02,5.50000000000000000000e+02,6.25000000000000000000e+02,7.00000000000000000000e+02,7.75000000000000000000e+02,8.50000000000000000000e+02,9.25000000000000000000e+02,1.00000000000000000000e+03,1.07500000000000000000e+03
1.75000000000347199602e+02,2.50000000000000000000e+02,3.24999999999652800398e+02,3.99999999999305600795e+02,4.74999999998958401193e+02,5.49999999998611201590e+02,6.24999999998264001988e+02,6.99999999997916802386e+02,7.74999999997569602783e+02,8.49999999997222403181e+02,9.24999999996875203578e+02,9.99999999996528003976e+02,1.07499999999618080437e+03
1.75000019528723527173e+02,2.50000000000000000000e+02,3.24999980471276444405e+02,3.99999960942552945653e+02,4.74999941413829446901e+02,5.49999921885105891306e+02,6.24999902356382335711e+02,6.99999882827658893802e+02,7.74999863298935338207e+02,8.49999843770211782612e+02,9.24999824241488227017e+02,9.99999804712764671422e+02,1.07499978518404122951e+03
1.75048261353405678165e+02,2.50000000000000000000e+02,3.24951738646594321835e+02,3.99903477293188643671e+02,4.74855215939782908663e+02,5.49806954586377287342e+02,6.24758693232971609177e+02,6.99710431879565817326e+02,7.74662170526160139161e+02,8.49613909172754460997e+02,9.24565647819348782832e+02,9.99517386465943104668e+02,1.07446912511253731282e+03
1.80240284678777442195e+02,2.50000000000000000000e+02,3.19759715321222529383e+02,3.89519430642445115609e+02,4.59279145963667701835e+02,5.29038861284890231218e+02,5.98798576606112760601e+02,6.68558291927335403670e+02,7.38318007248557933053e+02,8.08077722569780462436e+02,8.77837437891002991819e+02,9.47597153212225521202e+02,1.01735686853344816427e+03
2.00000000000000000000e+02,2.50000000000000000000e+02,3.00000000000000000000e+02,3.50000000000000000000e+02,4.00000000000000000000e+02,4.50000000000000000000e+02,5.00000000000000000000e+02,5.50000000000000000000e+02,6.00000000000000000000e+02,6.50000000000000000000e+02,7.00000000000000000000e+02,7.50000000000000000000e+02,8.00000000000000000000e+02
1.80240284678777442195e+02,2.50000000000000000000e+02,3.19759715321222529383e+02,3.89519430642445115609e+02,4.59279145963667701835e+02,5.29038861284890231218e+02,5.98798576606112760601e+02,6.68558291927335403670e+02,7.38318007248557933053e+02,8.08077722569780462436e+02,8.77837437891002991819e+02,9.47597153212225521202e+02,1.01735686853344816427e+03
1.75048261353405678165e+02,2.50000000000000000000e+02,3.24951738646594321835e+02,3.99903477293188643671e+02,4.74855215939782908663e+02,5.49806954586377287342e+02,6.24758693232971609177e+02,6.99710431879565817326e+02,7.74662170526160139161e+02,8.49613909172754460997e+02,9.24565647819348782832e+02,9.99517386465943104668e+02,1.07446912511253731282e+03
1.75000019528723527173e+02,2.50000000000000000000e+02,3.24999980471276444405e+02,3.99999960942552945653e+02,4.74999941413829446901e+02,5.49999921885105891306e+02,6.24999902356382335711e+02,6.99999882827658893802e+02,7.74999863298935338207e+02,8.49999843770211782612e+02,9.24999824241488227017e+02,9.99999804712764671422e+02,1.07499978518404122951e+03
1.75000000000347199602e+02,2.50000000000000000000e+02,3.24999999999652800398e+02,3.99999999999305600795e+02,4.74999999998958401193e+02,5.49999999998611201590e+02,6.24999999998264001988e+02,6.99999999997916802386e+02,7.74999999997569602783e+02,8.49999999997222403181e+02,9.24999999996875203578e+02,9.99999999996528003976e+02,1.07499999999618080437e+03
1.75000000000000000000e+02,2.50000000000000000000e+02,3.25000000000000000000e+02,4.00000000000000000000e+02,4.75000000000000000000e+02,5.50000000000000000000e+02,6.25000000000000000000e+02,7.00000000000000000000e+02,7.75000000000000000000e+02,8.50000000000000000000e+02,9.25000000000000000000e+02,1.00000000000000000000e+03,1.07500000000000000000e+03
1.75000000000000000000e+02,2.50000000000000000000e+02,3.25000000000000000000e+02,4.00000000000000000000e+02,4.75000000000000000000e+02,5.50000000000000000000e+02,6.25000000000000000000e+02,7.00000000000000000000e+02,7.75000000000000000000e+02,8.50000000000000000000e+02,9.25000000000000000000e+02,1.00000000000000000000e+03,1.07500000000000000000e+03
